161, 30
563, 204
250, 66
122, 36
32, 35
31, 29
363, 29
32, 31
31, 99
30, 31
30, 33
61, 28
30, 28
1120, 29
574, 36
28, 367
37, 33
37, 45
30, 61
984, 33
33, 470
536, 31
40, 36
32, 33
368, 30
34, 1330
768, 353
32, 268
35, 35
218, 35
29, 31
202, 625
437, 1152
708, 32
33, 35
35, 37
29, 28
31, 548
32, 129
876, 30
36, 35
30, 33
32, 33
34, 31
34, 36
36, 34
31, 31
615, 33
31, 32
579, 32
421, 42
344, 31
34, 325
229, 821
735, 506
317, 35
37, 576
84, 37
33, 562
42, 172
44, 41
33, 95
40, 40
42, 55
31, 33
160, 946
33, 261
908, 38
34, 36
37, 37
557, 122
37, 581
35, 230
793, 35
33, 111
130, 35
548, 202
563, 382
710, 32
31, 837
706, 33
33, 560
219, 544
61, 252
870, 155
32, 32
33, 956
352, 35
35, 32
546, 357
1011, 551
36, 110
36, 30
36, 36
245, 37
35, 289
33, 1131
35, 33
320, 33
29, 133
30, 32
885, 30
565, 30
31, 468
526, 29
27, 571
824, 32
31, 32
34, 518
430, 28
27, 31
30, 522
488, 29
28, 559
35, 34
32, 32
559, 32
460, 563
486, 64
280, 245
34, 290
34, 34
34, 33
495, 28
393, 34
37, 399
36, 37
33, 1120
31, 31
498, 32
578, 533
34, 36
325, 35
33, 220
33, 577
501, 253
33, 37
556, 32
31, 37
580, 564
30, 27
589, 561
34, 565
34, 31
32, 34
71, 35
40, 34
31, 35
259, 554
180, 268
1028, 451
256, 33
37, 36
34, 32
33, 32
31, 321
578, 569
558, 39
32, 413
34, 33
35, 34
182, 35
41, 222
566, 35
513, 30
35, 33
32, 40
34, 293
31, 32
32, 940
37, 34
34, 32
32, 32
52, 95
555, 257
28, 32
40, 38
34, 34
999, 35
473, 34
33, 561
260, 36
37, 375
366, 24
27, 216
26, 558
291, 371
28, 187
23, 497
27, 26
26, 242
23, 431
551, 25
24, 20
29, 26
23, 27
314, 25
26, 856
653, 24
25, 24
24, 22
31, 444
310, 27
28, 546
26, 24
372, 24
26, 120
539, 1009
24, 223
359, 409
371, 214
27, 254
893, 202
155, 22
24, 740
703, 25
29, 29
26, 164
29, 26
27, 632
26, 25
569, 572
27, 24
25, 23
719, 25
23, 460
60, 23
316, 25
545, 24
23, 540
569, 23
481, 512
540, 447
1089, 24
28, 31
23, 24
26, 375
426, 29
23, 87
27, 30
28, 31
24, 21
30, 26
559, 629
62, 26
26, 209
30, 27
403, 26
212, 24
22, 20
126, 23
23, 27
916, 24
551, 632
25, 530
32, 30
28, 542
29, 31
26, 218
381, 129
24, 516
24, 686
32, 28
24, 25
23, 23
544, 629
311, 664
25, 28
27, 30
25, 24
551, 623
26, 545
141, 32
154, 30
31, 29
26, 25
393, 26
24, 638
47, 24
32, 26
23, 26
25, 22
26, 291
975, 256
23, 139
26, 23
30, 29
25, 23
24, 513
22, 25
550, 491
191, 129
28, 169
31, 29
26, 23
25, 24
226, 991
308, 394
31, 29
29, 27
553, 111
27, 408
563, 28
25, 23
93, 30
27, 24
28, 26
26, 409
27, 26
53, 23
24, 24
500, 207
28, 68
30, 30
28, 31
27, 28
137, 24
119, 281
816, 31
27, 211
28, 27
60, 30
282, 544
28, 65
35, 132
30, 144
32, 30
376, 23
1036, 173
241, 170
547, 553
33, 29
32, 29
404, 25
507, 25
564, 1657
125, 320
572, 133
26, 28
179, 28
27, 1085
22, 485
25, 559
29, 25
27, 25
23, 369
578, 22
1311, 17
24, 1105
25, 23
29, 25
28, 26
518, 23
164, 88
26, 172
29, 107
30, 26
28, 297
561, 553
28, 26
23, 57
559, 25
23, 493
26, 214
29, 163
426, 300
29, 26
26, 25
24, 869
120, 27
529, 31
30, 27
28, 28
91, 58
422, 24
212, 23
30, 424
27, 502
349, 29
39, 25
22, 119
17, 23
88, 245
27, 97
156, 26
23, 209
424, 248
565, 32
28, 33
26, 28
33, 27
185, 22
360, 555
562, 17
26, 1131
25, 118
28, 185
886, 22
290, 381
556, 21
26, 290
28, 26
28, 489
23, 24
549, 456
597, 24
23, 534
490, 28
30, 28
26, 24
26, 318
510, 570
199, 26
116, 24
32, 327
568, 26
27, 490
30, 28
24, 556
23, 21
353, 225
24, 452
82, 26
29, 24
819, 23
23, 177
24, 26
24, 743
26, 487
25, 27
21, 23
552, 22
23, 479
436, 23
260, 24
30, 561
26, 152
29, 24
21, 158
708, 537
26, 32
26, 23
26, 24
557, 23
97, 526
26, 570
341, 27
27, 30
27, 28
23, 20
704, 25
121, 22
24, 23
27, 56
309, 24
22, 26
23, 22
546, 24
23, 215
24, 26
30, 23
23, 24
29, 25
470, 25
24, 184
25, 312
22, 20
129, 389
68, 26
27, 25
25, 248
23, 23
784, 103
25, 29
24, 27
23, 742
25, 37
89, 25
23, 553
24, 23
24, 100
25, 24
38, 497
27, 23
855, 21
26, 220
22, 25
29, 480
281, 195
24, 24
222, 25
25, 28
151, 24
372, 27
23, 23
21, 34
860, 337
26, 27
27, 25
26, 26
529, 28
448, 433
114, 24
29, 33
218, 26
27, 22
27, 562
215, 289
1174, 342
516, 1125
29, 28
27, 551
453, 25
32, 32
21, 25
210, 26
520, 28
28, 29
247, 545
67, 32
417, 24
40, 23
28, 100
479, 24
856, 24
26, 375
25, 28
29, 188
26, 25
24, 26
419, 905
417, 511
26, 25
26, 26
796, 25
21, 23
24, 863
26, 30
30, 27
31, 25
24, 41
29, 25
368, 25
30, 26
29, 25
560, 28
553, 24
25, 30
206, 23
33, 23
26, 38
35, 31
34, 35
32, 34
412, 112
33, 30
40, 35
256, 568
33, 116
34, 31
32, 441
38, 32
34, 39
34, 158
36, 32
909, 33
37, 255
977, 35
33, 469
41, 32
30, 322
557, 382
642, 30
29, 31
33, 861
569, 422
422, 32
31, 31
548, 31
521, 33
30, 27
29, 560
33, 26
34, 32
153, 385
33, 36
32, 31
36, 654
38, 326
426, 37
35, 151
28, 30
31, 99
567, 34
32, 454
530, 523
36, 35
32, 284
508, 30
37, 326
584, 37
31, 398
38, 526
305, 29
30, 445
159, 192
34, 165
561, 34
39, 35
37, 1055
33, 64
489, 1111
584, 36
334, 32
37, 36
35, 565
38, 30
34, 389
499, 586
36, 325
32, 36
340, 34
32, 379
28, 30
204, 415
33, 331
31, 258
36, 38
1129, 33
34, 33
566, 40
505, 540
33, 33
34, 33
899, 34
586, 34
30, 436
545, 32
34, 31
557, 572
92, 130
33, 209
40, 36
33, 248
30, 572
153, 31
562, 524
31, 196
665, 40
34, 33
39, 32
563, 34
34, 143
526, 30
34, 554
66, 35
29, 89
295, 29
862, 35
35, 582
130, 31
258, 49
37, 258
135, 33
552, 363
581, 426
413, 397
35, 32
33, 29
552, 558
535, 34
32, 35
368, 317
517, 31
35, 35
496, 31
33, 785
759, 35
32, 35
31, 32
34, 577
38, 36
34, 549
33, 32
35, 33
33, 324
391, 35
159, 393
35, 37
33, 848
30, 94
36, 36
33, 34
228, 33
560, 35
34, 40
34, 30
31, 197
661, 32
36, 366
31, 138
38, 36
483, 262
247, 32
30, 562
32, 33
32, 810
1102, 33
36, 37
1127, 32
35, 1102
125, 34
36, 565
79, 34
567, 231
33, 35
563, 93
806, 260
975, 29
35, 35
36, 521
32, 36
65, 400
567, 425
45, 523
34, 94
35, 31
35, 33
45, 258
31, 32
201, 33
31, 30
579, 35
33, 35
31, 254
30, 34
345, 30
219, 30
1011, 472
107, 423
582, 129
32, 34
35, 556
34, 206
425, 577
37, 32
37, 104
284, 37
36, 38
36, 36
33, 582
79, 546
37, 256
33, 32
32, 66
35, 580
117, 359
37, 568
28, 30
64, 37
39, 423
551, 33
32, 461
37, 337
30, 27
36, 30
29, 36
29, 28
1132, 27
561, 129
529, 323
551, 33
34, 50
38, 34
30, 29
34, 36
31, 28
34, 30
34, 347
36, 36
31, 426
103, 29
161, 33
36, 317
566, 159
579, 31
469, 194
94, 36
39, 36
34, 31
31, 33
34, 35
31, 29
33, 404
33, 31
34, 639
34, 32
38, 51
503, 61
567, 36
35, 37
96, 31
32, 34
567, 568
529, 789
33, 32
562, 34
321, 564
32, 32
782, 35
112, 575
34, 247
523, 558
123, 318
746, 32
644, 105
27, 586
1111, 63
558, 37
224, 38
152, 32
33, 27
32, 37
530, 553
94, 30
34, 1051
32, 31
36, 568
484, 244
528, 31
36, 576
225, 35
558, 35
100, 35
243, 601
671, 32
35, 32
400, 35
270, 34
34, 38
573, 419
31, 558
32, 66
1022, 29
33, 27
986, 28
36, 1138
35, 572
320, 31
33, 37
39, 32
36, 132
1119, 35
35, 34
280, 32
35, 563
330, 37
33, 329
31, 29
35, 506
553, 32
227, 558
34, 39
102, 569
33, 34
233, 35
270, 36
31, 997
36, 585
52, 566
334, 32
567, 572
1117, 34
33, 1533
1138, 32
34, 41
32, 257
34, 31
35, 31
32, 65
132, 682
39, 35
807, 34
35, 31
35, 563
469, 27
359, 552
474, 144
34, 359
235, 32
64, 33
274, 34
288, 35
35, 1129
37, 34
434, 34
436, 561
35, 36
34, 33
31, 100
178, 32
231, 32
562, 383
35, 539
32, 33
555, 171
461, 33
552, 568
107, 34
352, 35
37, 127
33, 32
380, 545
25, 28
78, 25
28, 486
72, 29
24, 24
140, 511
613, 94
30, 384
41, 24
30, 283
25, 26
22, 24
26, 31
563, 684
25, 27
26, 24
25, 405
147, 29
370, 282
30, 1038
29, 192
562, 82
547, 160
24, 31
550, 24
706, 29
23, 24
32, 24
549, 55
25, 26
28, 218
21, 24
414, 187
23, 543
865, 216
22, 23
25, 181
26, 447
21, 766
22, 506
26, 247
28, 28
29, 225
310, 32
29, 1375
777, 25
30, 219
558, 558
171, 26
26, 1123
354, 28
493, 168
31, 445
44, 26
26, 24
24, 530
24, 26
25, 22
27, 27
28, 568
22, 24
304, 24
27, 309
28, 658
565, 30
27, 27
342, 24
503, 277
28, 1449
32, 23
1250, 26
556, 90
28, 310
26, 29
23, 26
32, 25
25, 667
153, 26
32, 144
26, 24
25, 713
1164, 472
306, 1048
577, 25
485, 24
98, 29
481, 26
31, 493
28, 661
24, 26
479, 26
28, 27
29, 25
421, 29
26, 385
537, 24
25, 555
26, 26
25, 571
24, 171
494, 25
27, 22
27, 200
32, 26
28, 383
23, 28
275, 541
201, 60
27, 925
25, 27
26, 181
249, 23
1034, 163
27, 891
693, 25
24, 30
28, 27
25, 374
520, 68
477, 24
25, 274
29, 20
26, 281
548, 23
24, 549
25, 24
240, 26
27, 520
27, 27
29, 26
26, 24
25, 27
26, 546
650, 26
25, 29
25, 23
29, 306
521, 26
27, 279
406, 25
429, 118
518, 27
24, 25
25, 25
30, 27
117, 28
215, 395
24, 28
570, 24
28, 27
24, 543
98, 374
24, 937
29, 26
119, 19
26, 25
29, 347
570, 113
23, 536
273, 27
27, 486
25, 25
26, 376
783, 23
24, 69
449, 21
25, 265
310, 24
25, 758
30, 26
27, 29
26, 26
25, 187
142, 33
28, 489
488, 28
26, 24
29, 24
23, 519
564, 26
24, 674
226, 25
905, 25
25, 717
21, 23
24, 337
26, 24
547, 27
539, 328
396, 29
24, 347
25, 427
144, 296
23, 208
571, 524
23, 568
29, 821
54, 29
21, 27
30, 185
28, 89
331, 25
26, 349
26, 1127
100, 24
25, 305
24, 85
486, 31
550, 614
29, 531
240, 25
25, 482
29, 548
569, 178
30, 551
311, 118
539, 23
23, 562
26, 24
316, 22
537, 548
28, 65
570, 25
25, 447
117, 23
323, 364
26, 595
23, 29
22, 26
22, 120
417, 26
477, 27
542, 550
270, 24
26, 25
55, 25
26, 552
357, 23
463, 756
916, 267
23, 25
27, 663
27, 187
123, 281
24, 24
322, 21
386, 23
28, 25
26, 24
220, 565
27, 819
601, 247
26, 470
28, 1022
251, 26
23, 23
25, 24
56, 24
29, 415
461, 85
26, 25
24, 24
24, 24
660, 563
184, 638
28, 25
563, 26
27, 26
22, 23
422, 216
27, 136
27, 911
31, 25
28, 27
20, 23
350, 28
27, 1094
127, 27
28, 28
25, 22
24, 21
251, 24
30, 29
1549, 25
28, 28
27, 24
26, 24
56, 22
26, 56
509, 30
26, 26
24, 22
23, 23
29, 27
27, 20
73, 26
35, 1041
547, 25
26, 32
26, 26
28, 31
27, 554
542, 20
25, 305
345, 28
26, 123
184, 23
89, 22
24, 64
436, 25
25, 27
25, 25
21, 19
21, 571
23, 544
480, 22
24, 556
30, 29
28, 24
567, 554
400, 477
27, 26
871, 215
31, 30
27, 554
26, 24
214, 213
528, 406
568, 22
31, 31
28, 26
23, 573
173, 128
546, 135
551, 544
32, 31
152, 24
24, 21
267, 471
313, 241
1097, 29
29, 31
28, 27
421, 22
25, 25
556, 25
330, 551
22, 478
26, 410
25, 86
29, 32
27, 556
25, 22
91, 37
553, 429
373, 24
29, 28
554, 25
24, 26
497, 119
24, 23
34, 27
28, 518
27, 26
26, 25
995, 33
33, 914
955, 35
35, 39
32, 33
33, 34
1129, 34
34, 285
297, 32
34, 34
33, 30
32, 560
432, 894
282, 32
33, 35
33, 107
36, 34
33, 31
49, 33
150, 35
331, 35
36, 35
38, 33
35, 33
32, 39
427, 35
365, 78
33, 386
37, 35
35, 35
433, 32
33, 561
35, 33
34, 33
37, 34
33, 563
389, 33
34, 32
33, 28
224, 186
556, 290
31, 192
229, 189
33, 328
35, 35
35, 28
325, 37
581, 37
36, 53
33, 35
561, 37
33, 32
31, 659
559, 360
578, 32
35, 35
34, 436
538, 346
797, 29
1087, 152
30, 391
34, 34
34, 31
33, 556
189, 574
296, 46
42, 35
37, 30
31, 31
34, 38
38, 1042
71, 30
34, 36
561, 35
33, 34
559, 487
327, 34
28, 212
33, 180
35, 36
33, 33
34, 515
566, 33
128, 39
201, 557
150, 75
29, 1059
1089, 34
37, 106
30, 32
32, 32
648, 30
30, 155
34, 195
261, 37
30, 33
35, 36
558, 34
31, 561
32, 401
37, 586
90, 33
36, 559
72, 31
33, 225
558, 615
563, 37
32, 317
36, 36
32, 151
29, 580
832, 37
34, 119
35, 31
34, 33
30, 29
845, 32
30, 146
36, 37
31, 33
37, 37
36, 131
35, 29
452, 34
36, 1137
242, 34
33, 31
124, 393
558, 278
30, 29
34, 681
1067, 31
31, 31
35, 30
33, 462
99, 28
31, 35
34, 61
31, 33
922, 30
29, 29
33, 35
34, 562
35, 867
545, 32
832, 573
35, 89
32, 324
413, 32
33, 274
32, 1167
35, 424
35, 36
35, 558
572, 33
481, 563
591, 34
39, 35
35, 34
38, 241
31, 479
30, 44
34, 593
581, 32
573, 35
35, 36
451, 277
33, 156
888, 35
37, 31
32, 33
38, 38
33, 33
73, 551
33, 875
146, 106
35, 36
223, 254
32, 70
34, 32
35, 35
50, 268
579, 256
32, 259
32, 131
647, 32
34, 1065
132, 31
35, 38
35, 34
155, 30
315, 565
33, 34
34, 562
565, 33
32, 35
33, 323
262, 29
356, 31
568, 30
32, 122
471, 34
32, 117
581, 32
31, 37
516, 36
32, 563
35, 66
566, 35
33, 31
43, 265
236, 36
34, 156
571, 33
37, 530
33, 39
35, 824
35, 566
543, 296
33, 33
36, 41
33, 31
459, 350
31, 415
29, 60
458, 30
36, 63
575, 30
33, 1099
350, 34
35, 35
31, 33
31, 580
278, 27
190, 37
34, 36
36, 40
331, 31
36, 334
567, 32
385, 33
30, 33
35, 34
31, 258
35, 228
492, 29
564, 33
375, 33
322, 111
30, 45
34, 34
34, 544
728, 34
32, 567
320, 217
579, 34
37, 578
34, 348
31, 923
34, 30
106, 33
33, 97
34, 31
36, 566
35, 34
557, 32
35, 36
217, 387
425, 501
561, 1119
36, 572
414, 33
35, 339
580, 355
556, 186
868, 583
32, 35
30, 503
128, 34
33, 577
35, 582
663, 30
149, 37
33, 199
34, 33
31, 527
574, 32
292, 557
254, 156
35, 31
34, 33
578, 35
31, 279
706, 187
35, 37
127, 31
463, 34
31, 393
31, 220
39, 32
31, 122
30, 31
564, 34
576, 37
33, 33
31, 272
67, 974
195, 483
578, 32
38, 37
34, 33
34, 29
1077, 32
259, 34
35, 892
39, 34
34, 34
31, 27
173, 579
31, 175
384, 37
558, 33
31, 472
65, 29
28, 464
403, 410
448, 434
34, 562
100, 38
34, 32
32, 275
260, 540
34, 249
570, 33
34, 33
66, 31
32, 553
392, 29
32, 743
35, 34
36, 36
35, 402
34, 32
31, 542
101, 128
245, 32
36, 71
35, 34
33, 31
319, 448
32, 34
265, 33
221, 38
35, 32
32, 31
33, 567
727, 37
31, 243
1035, 895
35, 168
509, 30
26, 25
25, 23
23, 23
19, 19
545, 1088
64, 26
26, 25
27, 25
545, 23
502, 23
426, 489
37, 281
32, 30
121, 25
28, 23
29, 26
55, 24
30, 28
29, 27
27, 25
565, 26
24, 552
32, 926
139, 27
27, 25
254, 23
567, 58
550, 1075
25, 25
28, 27
26, 28
22, 25
23, 26
23, 65
202, 747
28, 151
27, 25
151, 22
370, 25
537, 456
25, 25
30, 468
27, 26
554, 27
49, 23
24, 490
27, 27
553, 351
542, 26
894, 553
549, 28
26, 156
21, 22
943, 649
23, 368
25, 25
27, 28
25, 25
221, 22
374, 483
464, 780
563, 23
26, 560
28, 28
27, 22
547, 209
714, 545
468, 25
31, 539
32, 28
29, 29
27, 553
863, 22
31, 741
719, 27
33, 573
30, 25
25, 24
23, 23
70, 215
28, 477
30, 455
30, 30
26, 26
287, 25
27, 21
248, 26
258, 29
28, 26
28, 22
26, 555
25, 185
384, 576
209, 567
291, 31
26, 25
22, 322
968, 24
29, 924
368, 22
28, 551
23, 27
22, 21
28, 26
24, 23
279, 24
23, 338
742, 432
57, 21
196, 29
27, 29
24, 27
25, 25
57, 23
852, 149
28, 28
26, 25
192, 23
543, 41
87, 313
25, 562
28, 29
25, 210
24, 23
543, 531
269, 405
31, 29
32, 28
25, 23
28, 25
688, 31
23, 685
553, 29
28, 27
30, 26
26, 98
272, 23
27, 707
30, 29
29, 27
22, 24
22, 549
357, 23
24, 89
28, 26
29, 27
26, 25
29, 698
23, 23
28, 245
29, 29
33, 29
212, 29
25, 26
28, 25
28, 25
548, 27
25, 24
560, 551
69, 542
28, 28
28, 25
29, 382
24, 21
26, 182
320, 23
205, 571
25, 550
939, 22
278, 1107
25, 780
27, 565
28, 34
24, 550
549, 23
347, 547
24, 265
451, 55
30, 574
25, 24
555, 456
28, 567
23, 425
61, 24
60, 28
25, 24
27, 25
1119, 21
416, 279
27, 406
29, 261
514, 26
27, 540
564, 23
1111, 25
26, 991
29, 27
34, 24
27, 25
564, 226
337, 30
28, 547
32, 29
22, 23
31, 26
32, 37
25, 25
31, 92
26, 540
446, 438
492, 25
26, 29
25, 24
512, 23
136, 24
24, 802
485, 28
28, 242
125, 27
28, 61
23, 477
427, 26
27, 714
33, 103
28, 26
93, 28
559, 1108
208, 26
25, 782
29, 27
29, 27
508, 26
77, 30
634, 30
26, 27
30, 93
206, 22
25, 469
166, 770
23, 25
24, 318
28, 27
27, 22
26, 25
19, 373
491, 25
23, 23
25, 91
26, 107
25, 25
27, 18
28, 27
24, 22
536, 25
26, 25
27, 27
27, 643
250, 26
385, 279
27, 288
435, 25
1178, 384
31, 765
571, 27
28, 399
26, 567
505, 326
285, 30
1143, 47
343, 453
26, 24
431, 196
26, 29
515, 394
34, 29
26, 375
557, 28
25, 26
26, 26
28, 79
27, 24
26, 25
24, 23
24, 24
546, 595
25, 21
25, 22
119, 25
26, 692
354, 23
549, 285
29, 29
27, 393
28, 31
24, 28
556, 834
300, 546
890, 247
24, 23
30, 27
401, 23
26, 24
435, 22
26, 23
24, 812
856, 28
23, 23
30, 29
550, 32
25, 24
24, 558
543, 20
22, 315
107, 557
26, 27
21, 23
25, 25
349, 22
23, 166
23, 548
23, 44
540, 22
23, 27
345, 27
25, 443
1378, 24
24, 26
306, 23
26, 32
101, 27
446, 21
26, 1001
33, 25
405, 172
28, 552
31, 23
25, 22
25, 781
522, 539
208, 561
26, 400
25, 21
28, 30
554, 279
565, 26
29, 422
28, 26
161, 23
26, 24
641, 28
31, 26
154, 27
26, 24
26, 24
28, 225
25, 25
24, 487
26, 313
276, 25
25, 309
25, 24
25, 24
490, 25
27, 30
27, 25
34, 26
557, 26
31, 470
38, 411
402, 36
33, 35
265, 552
38, 35
37, 31
514, 35
34, 27
31, 553
62, 33
32, 33
33, 29
38, 33
35, 533
563, 34
33, 560
78, 40
35, 342
39, 35
39, 566
553, 142
968, 30
32, 33
31, 28
457, 34
30, 33
34, 574
783, 35
35, 33
223, 1019
32, 496
365, 29
38, 975
549, 31
562, 349
31, 561
163, 95
33, 35
185, 494
30, 575
973, 33
29, 34
560, 151
46, 455
587, 29
32, 35
64, 249
34, 557
524, 559
420, 186
418, 31
96, 35
430, 413
446, 568
30, 456
160, 30
30, 33
32, 390
34, 33
29, 33
32, 39
616, 26
26, 129
161, 34
28, 219
31, 27
28, 781
991, 22
489, 23
565, 780
610, 27
28, 26
318, 31
28, 426
430, 27
31, 554
32, 359
290, 549
261, 31
321, 255
233, 25
26, 28
540, 66
64, 30
31, 30
567, 30
40, 28
1145, 31
210, 325
331, 32
30, 222
30, 28
30, 30
31, 41
40, 25
33, 722
871, 31
32, 28
29, 27
531, 28
26, 25
29, 523
28, 150
549, 440
22, 23
335, 30
102, 30
62, 28
490, 28
30, 31
28, 275
30, 531
324, 378
31, 30
351, 29
391, 34
28, 348
475, 29
32, 106
202, 28
29, 89
31, 555
561, 27
27, 231
31, 127
214, 31
27, 27
32, 804
26, 27
261, 25
31, 31
30, 33
25, 540
34, 27
446, 383
285, 142
41, 30
28, 30
28, 30
208, 31
386, 30
28, 27
1174, 380
355, 1058
93, 29
29, 27
524, 31
284, 245
45, 29
27, 571
563, 324
26, 23
161, 553
32, 807
29, 914
27, 27
29, 31
360, 48
519, 26
27, 29
358, 558
30, 579
24, 28
30, 555
28, 316
1139, 276
218, 32
30, 32
29, 25
32, 30
29, 30
29, 420
31, 28
32, 38
559, 28
28, 26
29, 222
73, 81
159, 388
39, 305
37, 32
427, 35
491, 31
127, 187
545, 232
36, 848
835, 30
32, 31
768, 32
93, 28
37, 387
504, 171
38, 30
32, 283
355, 49
35, 286
33, 30
35, 556
37, 33
33, 36
564, 189
40, 32
35, 35
925, 36
33, 83
386, 35
33, 262
35, 32
533, 34
277, 33
34, 32
253, 780
33, 31
500, 34
354, 36
30, 29
27, 429
32, 547
32, 555
37, 376
31, 30
31, 249
483, 28
32, 164
29, 32
34, 31
569, 35
30, 31
421, 33
33, 254
80, 32
184, 36
31, 491
552, 31
386, 28
32, 256
536, 32
33, 38
36, 32
30, 32
34, 955
32, 32
31, 453
106, 127
424, 37
36, 34
127, 130
565, 558
77, 32
38, 404
34, 389
31, 32
31, 336
577, 193
35, 31
64, 354
30, 35
532, 577
32, 88
510, 31
33, 31
34, 31
233, 555
33, 32
938, 33
437, 30
35, 31
32, 27
1008, 556
197, 256
219, 164
36, 357
35, 37
185, 177
32, 526
741, 96
455, 30
36, 38
33, 33
34, 35
39, 33
31, 1055
554, 32
37, 36
561, 35
31, 323
33, 491
40, 34
34, 318
34, 243
41, 581
119, 34
1103, 33
34, 35
32, 37
33, 973
36, 557
293, 30
29, 556
36, 29
502, 36
582, 33
35, 31
158, 34
564, 446
33, 792
31, 31
893, 33
389, 34
28, 93
482, 518
47, 36
29, 29
31, 555
193, 34
349, 562
28, 33
425, 29
35, 32
642, 28
171, 30
32, 251
61, 28
33, 230
678, 30
29, 1084
33, 34
35, 324
770, 33
311, 34
35, 555
69, 132
31, 31
390, 30
252, 574
32, 33
735, 503
27, 636
1035, 517
33, 31
28, 29
31, 30
545, 96
549, 37
905, 29
34, 453
37, 34
427, 34
34, 1146
30, 355
35, 32
35, 111
32, 485
492, 33
34, 234
31, 897
23, 553
249, 22
22, 23
21, 27
451, 21
131, 25
492, 27
382, 542
67, 478
562, 25
27, 26
24, 388
24, 25
532, 281
26, 544
24, 24
26, 422
392, 26
23, 24
28, 24
36, 234
